RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID628,High,The event log shall record 30 days of typical events before overwriting oldest event records first.5,Medium,Catastrophic,Y
RA_ID629,Low,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE5",Low,Low,Y
RA_ID630,Low,The scanner shall read and authenticate information from the patient’s wristband5,Low,Low,Y
RA_ID631,High,The PCA pump shall have a start button.5,Medium,Low,Y
RA_ID632,Medium,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.5,Low,Low,Y
RA_ID633,Low,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.5,Medium,Low,Y
RA_ID634,Low,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.5,Low,Catastrophic,Y
RA_ID635,Medium,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.5,Low,Low,Y
RA_ID636,Low,The PCA pump shall use a physician’s prescription as device parameters.5,Low,Low,Y
RA_ID637,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated5",Medium,Low,Y
RA_ID638,Low,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.5",Low,Catastrophic,Y
RA_ID639,High,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.5",Low,Low,Y
RA_ID640,Low,The mechanical pump shall not allow reverse flow from the patient into the pump.5,High,Low,Y
RA_ID641,Low,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)5,Low,Low,Y
RA_ID642,Low,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.5,Medium,Low,Y
RA_ID643,Low,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.5,Low,Low,Y
RA_ID644,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow5",Medium,Low,Y
RA_ID645,Low,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).5",Medium,High,Y
RA_ID646,Low,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.5",Medium,Catastrophic,Y
RA_ID647,Low,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.5,Medium,Low,Y
RA_ID648,Low,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.5,Low,Low,Y
RA_ID649,Medium,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.5",Low,Low,Y
RA_ID650,Low,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.5,Medium,High,Y
RA_ID651,Medium,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.5,Low,High,Y
RA_ID652,High,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.5",Medium,Low,Y
RA_ID653,Low,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.5,Medium,Low,N
RA_ID654,Low,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.5",Low,Low,Y
RA_ID655,Low,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.5",Medium,Low,Y
RA_ID656,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.5,High,Low,Y
RA_ID657,Low,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.5,Low,Low,Y
RA_ID658,Medium,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment5,Low,Catastrophic,Y
RA_ID659,Low,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.5,Medium,Low,Y
RA_ID660,Low,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication5",Medium,Low,Y
RA_ID661,Medium,–removed all Rx entry via scanner5,Low,Low,Y
RA_ID662,Medium,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.5",Low,Low,N
RA_ID663,Low,All materials that contact fluid shall be biocompatible5,Low,Catastrophic,Y
RA_ID664,Medium,The fault log shall record at least 1000 faults before overwriting oldest fault records first.5,Low,Low,Y
RA_ID665,Medium,The Control Panel shall provide means to cancel alarm signal inactivation.5,Low,Low,Y
RA_ID666,Medium,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.5,Medium,High,Y
RA_ID667,Medium,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).5",Low,High,Y
RA_ID668,Low,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.5",Medium,Low,Y
RA_ID669,Low,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.5",Low,Low,Y
RA_ID670,Low,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.5,Medium,Low,Y
RA_ID671,High,Clinician-requested bolus delivery shall be immediately halted when alarms sound.5,Low,Low,Y
RA_ID672,Low,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.5",Low,Low,N
RA_ID673,Low,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.5",Low,Catastrophic,Y
RA_ID674,Low,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.5,Low,Low,Y
RA_ID675,Low,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.5,Low,Catastrophic,Y
RA_ID676,Medium,"display of visual information, and5",Low,Low,Y
RA_ID677,Low,The scanner shall read and authenticate information from the drug’s package label5,Medium,Low,Y
RA_ID678,Low,The PCA pump must not leak current greater than 10 mA5,Medium,High,Y
RA_ID679,High,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.5",Low,Catastrophic,Y
RA_ID680,Low,Component failure must not harm patient (beyond stopping function).5,Low,Catastrophic,Y
RA_ID681,Low,The PCA pump shall detect air-in-line embolism (bubble).5,Low,Low,N
RA_ID682,Low,"–removed, must scan Rx from label of drug container5",Low,High,Y
RA_ID683,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow5",Low,Low,Y
RA_ID684,Low,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)5",Low,Catastrophic,Y
RA_ID685,High,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.5,Low,Low,Y
RA_ID686,Low,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke5",Low,High,Y
RA_ID687,High,Alarms shall be issued in order of occurrence.5,Low,High,Y
RA_ID688,Low,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.5",Low,Catastrophic,Y
RA_ID689,High,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.5,Low,Low,Y
RA_ID690,High,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.5",Low,Low,Y
RA_ID691,Medium,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.5",Medium,Low,Y
RA_ID692,Low,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi5,Low,Low,Y
RA_ID693,Low,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.5,High,Low,Y
RA_ID694,Low,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.5,Low,Low,Y
RA_ID695,Low,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump5",Medium,Low,Y
RA_ID696,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.5,Medium,Catastrophic,Y
RA_ID697,Medium,sound of audible alarm6,Medium,Catastrophic,Y
RA_ID698,Medium,The PCA pump shall have a start button.6,Low,Low,Y
RA_ID699,Low,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.6",Low,Low,Y
